,id,repost_of,name,url,datetime,last_updated,price,where,has_image,geotag,deleted
86,7396082970,7115279294,FEMALE ROOMMATE WANTED PRIVATE BR/PRIVATE BA CONDO $850/MONTH,https://losangeles.craigslist.org/sfv/roo/d/glendale-female-roommate-wanted-private/7396082970.html,2021-10-18 21:31,2021-10-18 21:31,$850,GLENDALE san fernando valley ,False,"(34.1556, -118.2322)",False
87,7393599536,7388358103,FEMALE ROOMMATE WANTED PRIVATE BR/PRIVATE BA CONDO $850/MONTH,https://losangeles.craigslist.org/sfv/roo/d/glendale-female-roommate-wanted-private/7393599536.html,2021-10-18 21:31,2021-10-18 21:31,$850,GLENDALE san fernando valley ,False,"(34.1556, -118.2322)",False
88,7392227163,7386977607,Private Bedroom & Bathroom with Walk-In Closet & Covered Parking,https://losangeles.craigslist.org/sfv/roo/d/panorama-city-private-bedroom-bathroom/7392227163.html,2021-10-18 18:45,2021-10-18 18:45,$720,Panorama City san fernando valley ,True,"(34.241491, -118.450126)",False
89,7390687653,,Room for Rent,https://losangeles.craigslist.org/sfv/roo/d/mission-hills-room-for-rent/7390687653.html,2021-10-18 18:30,2021-10-18 18:30,"$1,100",Mission Hills san fernando valley ,True,"(34.258, -118.466)",False
90,7385121242,7379927689,PRIVATE ROOM FOR RENT IN 3BEDROOM UNIT AVAILABLE IN SHERMAN OAKS,https://losangeles.craigslist.org/sfv/roo/d/sherman-oaks-private-room-for-rent-in/7385121242.html,2021-10-18 16:10,2021-10-18 16:10,"$1,200",Sherman Oaks san fernando valley ,True,"(34.161001, -118.439741)",False
91,7395988106,7392398782,MASTER + PRIVATE bath in house near MULHOLLAND,https://losangeles.craigslist.org/sfv/roo/d/encino-master-private-bath-in-house/7395988106.html,2021-10-18 16:02,2021-10-18 16:02,"$1,400",Encino Hills san fernando valley ,True,"(34.151, -118.4882)",False
92,7395974960,7136126922,Room for Rent,https://losangeles.craigslist.org/sfv/roo/d/canyon-country-room-for-rent/7395974960.html,2021-10-18 15:31,2021-10-18 15:31,$700,Canyon Country san fernando valley ,False,"(34.4132, -118.426)",False
93,7395972574,7136126922,Room for Rent,https://losangeles.craigslist.org/sfv/roo/d/canyon-country-room-for-rent/7395972574.html,2021-10-18 15:26,2021-10-18 15:26,$700,Canyon Country san fernando valley ,False,"(34.4132, -118.426)",False
94,7395949063,,Room for rent,https://losangeles.craigslist.org/sfv/roo/d/van-nuys-room-for-rent/7395949063.html,2021-10-18 14:36,2021-10-18 14:36,"$1,450", san fernando valley ,False,"(34.2006, -118.4868)",False
95,7389755042,7367826293,Private Room/ Guest Room private Bath,https://losangeles.craigslist.org/sfv/roo/d/woodland-hills-private-room-guest-room/7389755042.html,2021-10-18 14:01,2021-10-18 14:01,"$1,200",Woodland Hills san fernando valley ,True,"(34.186404, -118.62332)",False
96,7392930025,7360506264,Private room for rent in beautiful Valencia home,https://losangeles.craigslist.org/sfv/roo/d/valencia-private-room-for-rent-in/7392930025.html,2021-10-18 13:38,2021-10-18 13:38,$850,Creekside Valencia san fernando valley ,True,"(34.4466, -118.5374)",False
97,7382294769,7135484908,Smart-House Share South of Ventura Blvd,https://losangeles.craigslist.org/sfv/roo/d/sherman-oaks-smart-house-share-south-of/7382294769.html,2021-10-18 10:06,2021-10-18 10:06,"$1,500",Sherman Oaks san fernando valley ,True,"(34.1514, -118.4603)",False
98,7395778678,,Two rooms for rent in house,https://losangeles.craigslist.org/sfv/roo/d/canyon-country-two-rooms-for-rent-in/7395778678.html,2021-10-18 09:39,2021-10-18 09:39,"$1,200",Canyon Country san fernando valley ,False,"(34.4132, -118.426)",False
99,7395761309,7343506507,Bedroom in gated community Pool/Jacuzzi/Internet/Cable,https://losangeles.craigslist.org/sfv/roo/d/panorama-city-bedroom-in-gated/7395761309.html,2021-10-18 09:11,2021-10-18 09:11,$900,North Hills san fernando valley ,True,"(34.224643, -118.465447)",False
100,7395682750,,1 bedroom in a 2 bedroom apt. for rent immediately,https://losangeles.craigslist.org/sfv/roo/d/north-hollywood-bedroom-in-2-bedroom/7395682750.html,2021-10-18 07:16,2021-10-18 07:16,$630,North Hollywood san fernando valley ,False,"(34.1687, -118.3713)",False
101,7395667223,7377109634,1/3 House for Rent,https://losangeles.craigslist.org/sfv/roo/d/sun-valley-3-house-for-rent/7395667223.html,2021-10-18 06:37,2021-10-18 06:37,"$1,250",North Hollywood/ Sun Valley san fernando valley ,True,"(34.214765, -118.37923)",False
